"longitude","latitude","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha"
36.418506,-6.194601,2890,0,30,0
36.418506,-6.194601,1200,15,0,0
36.418506,-6.194601,1350,15,7.5,0
36.418506,-6.194601,1570,15,15,0
36.418506,-6.194601,1830,30,0,0
36.418506,-6.194601,4040,60,30,0
36.418506,-6.194601,3370,30,15,0
36.418506,-6.194601,1490,60,7.5,0
36.418506,-6.194601,850,0,15,0
36.418506,-6.194601,1450,60,0,0
36.418506,-6.194601,3610,60,15,0
36.418506,-6.194601,1700,30,7.5,0
36.418506,-6.194601,1380,0,7.5,0
36.418506,-6.194601,3290,15,30,0
36.418506,-6.194601,3840,30,30,0
36.418506,-6.194601,1710,30,0,0
36.418506,-6.194601,1960,0,15,0
36.418506,-6.194601,3450,30,15,0
36.418506,-6.194601,4520,30,30,0
36.418506,-6.194601,1930,0,30,0
36.418506,-6.194601,1880,60,0,0
36.418506,-6.194601,1640,60,7.5,0
36.418506,-6.194601,1300,15,0,0
36.418506,-6.194601,1010,0,7.5,0
36.418506,-6.194601,2620,60,15,0
36.418506,-6.194601,2250,15,30,0
36.418506,-6.194601,2630,15,15,0
36.418506,-6.194601,1000,15,7.5,0
36.418506,-6.194601,3420,60,30,0
36.418506,-6.194601,1530,30,7.5,0
36.418506,-6.194601,2090,30,7.5,0
36.418506,-6.194601,1830,30,30,0
36.418506,-6.194601,1410,0,7.5,0
36.418506,-6.194601,3420,60,30,0
36.418506,-6.194601,1770,30,0,0
36.418506,-6.194601,2600,0,30,0
36.418506,-6.194601,1680,0,15,0
36.418506,-6.194601,1950,60,0,0
36.418506,-6.194601,1550,60,7.5,0
36.418506,-6.194601,1700,15,15,0
36.418506,-6.194601,2310,15,30,0
36.418506,-6.194601,2920,60,15,0
36.418506,-6.194601,1590,15,0,0
36.418506,-6.194601,2260,15,7.5,0
36.418506,-6.194601,3470,30,15,0
36.75,-6.283332,2470,0,15,0
36.75,-6.283332,1020,60,0,0
36.75,-6.283332,2040,30,15,0
36.75,-6.283332,1690,30,7.5,0
36.75,-6.283332,2010,15,30,0
36.75,-6.283332,2620,60,15,0
36.75,-6.283332,1890,0,7.5,0
36.75,-6.283332,1970,60,7.5,0
36.75,-6.283332,2130,60,30,0
36.75,-6.283332,880,30,0,0
36.75,-6.283332,1000,15,15,0
36.75,-6.283332,2160,30,30,0
36.75,-6.283332,1660,0,30,0
36.75,-6.283332,1080,15,7.5,0
36.75,-6.283332,1240,15,0,0
36.75,-6.283332,1460,0,7.5,0
36.75,-6.283332,2330,0,30,0
36.75,-6.283332,3020,30,30,0
36.75,-6.283332,3160,30,15,0
36.75,-6.283332,1660,60,0,0
36.75,-6.283332,2780,60,30,0
36.75,-6.283332,2840,60,7.5,0
36.75,-6.283332,1600,15,7.5,0
36.75,-6.283332,1680,15,0,0
36.75,-6.283332,1820,15,15,0
36.75,-6.283332,1700,15,30,0
36.75,-6.283332,1390,30,7.5,0
36.75,-6.283332,3360,60,15,0
36.75,-6.283332,1890,0,15,0
36.75,-6.283332,1170,30,0,0
36.75,-6.283332,2070,60,7.5,0
36.75,-6.283332,2680,60,30,0
36.75,-6.283332,2800,0,30,0
36.75,-6.283332,1380,15,0,0
36.75,-6.283332,2910,15,15,0
36.75,-6.283332,1790,15,7.5,0
36.75,-6.283332,1610,60,15,0
36.75,-6.283332,2030,30,0,0
36.75,-6.283332,1140,0,7.5,0
36.75,-6.283332,2530,15,30,0
36.75,-6.283332,1690,60,0,0
36.75,-6.283332,1570,30,7.5,0
36.75,-6.283332,2600,30,15,0
36.75,-6.283332,1430,0,15,0
36.75,-6.283332,3250,30,30,0
36.499973,-5.25022,2240,0,30,0
36.499973,-5.25022,2310,15,30,0
36.499973,-5.25022,1900,30,0,0
36.499973,-5.25022,3690,60,30,0
36.499973,-5.25022,2060,0,15,0
36.499973,-5.25022,1790,0,7.5,0
36.499973,-5.25022,1700,15,15,0
36.499973,-5.25022,3490,60,0,0
36.499973,-5.25022,2550,30,30,0
36.499973,-5.25022,1850,15,0,0
36.499973,-5.25022,2950,30,7.5,0
36.499973,-5.25022,3140,30,15,0
36.499973,-5.25022,3700,60,15,0
36.499973,-5.25022,2850,15,7.5,0
36.499973,-5.25022,2640,60,7.5,0
36.499973,-5.25022,2750,60,7.5,0
36.499973,-5.25022,2250,0,7.5,0
36.499973,-5.25022,3840,30,15,0
36.499973,-5.25022,3680,60,30,0
36.499973,-5.25022,3650,60,15,0
36.499973,-5.25022,4120,30,7.5,0
36.499973,-5.25022,3340,60,0,0
36.499973,-5.25022,2650,0,30,0
36.499973,-5.25022,3150,30,0,0
36.499973,-5.25022,2710,15,7.5,0
36.499973,-5.25022,3060,15,30,0
36.499973,-5.25022,4540,30,30,0
36.499973,-5.25022,2330,15,0,0
36.499973,-5.25022,2260,15,15,0
36.499973,-5.25022,2270,0,7.5,0
36.499973,-5.25022,2590,60,15,0
36.499973,-5.25022,2800,15,15,0
36.499973,-5.25022,2230,15,7.5,0
36.499973,-5.25022,1860,15,30,0
36.499973,-5.25022,2150,0,30,0
36.499973,-5.25022,2380,60,0,0
36.499973,-5.25022,2760,60,7.5,0
36.499973,-5.25022,2510,30,15,0
36.499973,-5.25022,2070,30,7.5,0
36.499973,-5.25022,1910,30,0,0
36.499973,-5.25022,3730,60,30,0
36.499973,-5.25022,2220,15,0,0
36.499973,-5.25022,1110,0,15,0
36.499973,-5.25022,2990,30,30,0
36.418506,-6.194601,2895,60,30,0
36.418506,-6.194601,2454,60,30,0
36.418506,-6.194601,3609,60,30,0
36.418506,-6.194601,3026,60,30,0
36.418506,-6.194601,2482,60,30,0
36.418506,-6.194601,3528,60,30,0
36.418506,-6.194601,2948,60,30,0
36.418506,-6.194601,2440,60,30,0
36.418506,-6.194601,3519,60,30,0
36.418506,-6.194601,2430,60,30,0
36.418506,-6.194601,3921,60,30,0
36.418506,-6.194601,2818,60,30,0
36.418506,-6.194601,4088,60,30,0
36.75,-6.283332,3180,60,30,0
36.75,-6.283332,2440,60,30,0
36.75,-6.283332,2330,60,30,0
36.75,-6.283332,2460,60,30,0
36.75,-6.283332,3910,60,30,0
36.75,-6.283332,3030,60,30,0
36.75,-6.283332,2270,60,30,0
36.75,-6.283332,2490,60,30,0
36.75,-6.283332,4310,60,30,0
36.75,-6.283332,3430,60,30,0
36.75,-6.283332,3640,60,30,0
36.75,-6.283332,4790,60,30,0
36.75,-6.283332,3420,60,30,0
36.418506,-6.194601,2642,0,15,0
36.418506,-6.194601,2582,0,15,0
36.418506,-6.194601,3092,0,15,0
36.418506,-6.194601,3327,0,30,0
36.418506,-6.194601,2861,0,30,0
36.418506,-6.194601,3744,0,30,0
36.418506,-6.194601,2044,0,45,0
36.418506,-6.194601,3025,0,45,0
36.418506,-6.194601,2470,0,45,0
36.418506,-6.194601,2423,0,60,0
36.418506,-6.194601,2429,0,60,0
36.418506,-6.194601,2287,0,60,0
36.418506,-6.194601,2074,0,15,0
36.418506,-6.194601,2768,0,30,0
36.418506,-6.194601,1998,0,30,0
36.418506,-6.194601,2012,0,30,0
36.418506,-6.194601,2125,0,30,0
36.418506,-6.194601,1976,0,30,0
36.418506,-6.194601,2016,0,30,0
36.418506,-6.194601,2012,0,30,0
36.418506,-6.194601,1944,0,30,0
36.418506,-6.194601,1944,0,30,0
36.418506,-6.194601,2026,0,30,0
36.418506,-6.194601,2020,0,7.5,0
36.418506,-6.194601,2050,0,7.5,0
36.418506,-6.194601,2830,0,7.5,0
36.418506,-6.194601,3780,0,15,0
36.418506,-6.194601,3720,0,15,0
36.418506,-6.194601,3910,0,15,0
36.418506,-6.194601,4100,0,30,0
36.418506,-6.194601,4140,0,30,0
36.418506,-6.194601,4050,0,30,0
36.418506,-6.194601,3260,0,45,0
36.418506,-6.194601,4330,0,45,0
36.418506,-6.194601,3230,0,45,0
36.418506,-6.194601,2990,0,60,0
36.418506,-6.194601,2370,0,60,0
36.418506,-6.194601,3030,0,60,0
36.418506,-6.194601,2540,0,7.5,0
36.418506,-6.194601,2330,0,7.5,0
36.418506,-6.194601,3140,0,15,0
36.418506,-6.194601,3540,0,15,0
36.418506,-6.194601,2620,0,15,0
36.418506,-6.194601,4030,0,30,0
36.418506,-6.194601,3850,0,30,0
36.418506,-6.194601,4040,0,30,0
36.418506,-6.194601,3300,0,45,0
36.418506,-6.194601,3480,0,45,0
36.418506,-6.194601,2600,0,45,0
36.418506,-6.194601,2710,0,60,0
36.418506,-6.194601,3470,0,60,0
36.418506,-6.194601,2450,0,60,0
36.418506,-6.194601,2200,0,30,0
36.418506,-6.194601,3570,0,30,0
36.418506,-6.194601,3560,0,30,0
36.418506,-6.194601,3810,0,30,0
36.418506,-6.194601,3460,0,30,0
36.418506,-6.194601,3920,0,30,0
36.418506,-6.194601,3400,0,30,0
36.418506,-6.194601,3690,0,30,0
36.418506,-6.194601,1930,0,30,0
36.418506,-6.194601,2680,0,30,0
36.418506,-6.194601,3180,0,30,0
36.418506,-6.194601,2680,0,30,0
36.418506,-6.194601,3210,0,30,0
36.418506,-6.194601,2470,0,30,0
36.418506,-6.194601,3340,0,30,0
36.499973,-5.25022,4461,0,15,0
36.499973,-5.25022,4046,0,15,0
36.499973,-5.25022,3769,0,15,0
36.499973,-5.25022,4920,0,30,0
36.499973,-5.25022,5020,0,30,0
36.499973,-5.25022,4560,0,30,0
36.499973,-5.25022,5578,0,45,0
36.499973,-5.25022,3968,0,45,0
36.499973,-5.25022,4567,0,45,0
36.499973,-5.25022,3458,0,60,0
36.499973,-5.25022,3745,0,60,0
36.499973,-5.25022,5372,0,15,0
36.499973,-5.25022,4478,0,30,0
36.499973,-5.25022,4340,0,30,0
36.499973,-5.25022,4470,0,45,0
36.499973,-5.25022,2791,0,45,0
36.499973,-5.25022,3222,0,60,0
36.499973,-5.25022,4030,0,60,0
36.499973,-5.25022,4511,0,30,0
36.499973,-5.25022,4275,0,30,0
36.499973,-5.25022,4574,0,30,0
36.499973,-5.25022,3907,0,30,0
36.499973,-5.25022,2897,0,30,0
36.499973,-5.25022,5171,0,30,0
36.499973,-5.25022,5058,0,30,0
36.499973,-5.25022,6660,0,30,0
36.499973,-5.25022,3811,0,30,0
36.499973,-5.25022,5540,0,30,0
36.499973,-5.25022,4706,0,30,0
36.499973,-5.25022,2968,0,30,0
36.499973,-5.25022,5783,0,30,0
36.499973,-5.25022,2988,0,30,0
36.499973,-5.25022,3538,0,30,0
36.499973,-5.25022,5067,0,30,0
36.499973,-5.25022,5439,0,30,0
36.499973,-5.25022,5876,0,30,0
36.499973,-5.25022,3860,0,15,0
36.499973,-5.25022,3030,0,15,0
36.499973,-5.25022,3630,0,15,0
36.499973,-5.25022,4440,0,30,0
36.499973,-5.25022,4530,0,30,0
36.499973,-5.25022,3890,0,30,0
36.499973,-5.25022,3970,0,45,0
36.499973,-5.25022,2930,0,45,0
36.499973,-5.25022,3000,0,60,0
36.499973,-5.25022,2800,0,60,0
36.499973,-5.25022,2940,0,60,0
36.499973,-5.25022,3490,0,15,0
36.499973,-5.25022,3700,0,15,0
36.499973,-5.25022,3030,0,15,0
36.499973,-5.25022,4150,0,30,0
36.499973,-5.25022,4060,0,30,0
36.499973,-5.25022,3310,0,30,0
36.499973,-5.25022,3130,0,45,0
36.499973,-5.25022,2960,0,30,0
36.499973,-5.25022,4070,0,30,0
36.499973,-5.25022,4020,0,30,0
36.499973,-5.25022,3610,0,30,0
36.499973,-5.25022,4710,0,30,0
36.499973,-5.25022,3780,0,30,0
36.499973,-5.25022,4280,0,30,0
36.499973,-5.25022,2900,0,30,0
36.499973,-5.25022,3680,0,30,0
36.499973,-5.25022,2960,0,30,0
36.499973,-5.25022,3310,0,30,0
36.499973,-5.25022,3950,0,30,0
36.499973,-5.25022,3250,0,30,0
36.499973,-5.25022,5853,120,0,0
36.499973,-5.25022,3387,120,0,0
36.499973,-5.25022,4297,120,0,0
36.499973,-5.25022,4780,20,0,0
36.499973,-5.25022,5768,20,0,0
36.499973,-5.25022,4913,20,0,0
36.499973,-5.25022,4302,40,0,0
36.499973,-5.25022,4669,40,0,0
36.499973,-5.25022,3815,40,0,0
36.499973,-5.25022,6666,60,0,0
36.499973,-5.25022,5970,60,0,0
36.499973,-5.25022,5539,80,0,0
36.499973,-5.25022,3031,80,0,0
36.499973,-5.25022,6353,80,0,0
36.499973,-5.25022,3894,20,0,0
36.499973,-5.25022,3593,20,0,0
36.499973,-5.25022,3546,40,0,0
36.499973,-5.25022,3341,40,0,0
36.499973,-5.25022,3400,60,0,0
36.499973,-5.25022,4026,60,0,0
36.499973,-5.25022,3501,60,0,0
36.499973,-5.25022,3645,80,0,0
37.12,12.54,3140,30,20.4,0
37.12,12.54,3140,30,20.4,0
37.12,12.54,4160,60,20.4,0
37.12,12.54,4160,60,20.4,0
37.12,12.54,4710,90,20.4,0
37.12,12.54,4710,90,20.4,0
41.35,9.13,3625,41,20.0873362445415,0
41.35,9.13,3868,64,20.0873362445415,0
41.85,9.52,4486,41,20.0873362445415,0
41.85,9.52,5069,64,20.0873362445415,0
41.35,9.13,3702,41,30.1310043668122,0
41.35,9.13,3238,64,30.1310043668122,0
41.85,9.52,4565,41,30.1310043668122,0
41.85,9.52,3372,64,30.1310043668122,0
42,9.5,7050,43.5,20.0873362445415,0
42,9.5,7611,87,20.0873362445415,0
42,9.5,8001,130.5,20.0873362445415,0
42,9.5,7633,174,20.0873362445415,0
39.43,8.67,1939,18,20.0873362445415,0
39.43,8.67,2788,46,20.0873362445415,0
39.43,8.67,2754,64,20.0873362445415,0
39.43,8.67,1680,18,20.0873362445415,0
39.43,8.67,2480,46,20.0873362445415,0
39.43,8.67,2323,64,20.0873362445415,0
39.22,8.45,1782,18,20.0873362445415,0
39.22,8.45,2613,46,20.0873362445415,0
39.22,8.45,2063,64,20.0873362445415,0
39.22,8.45,2053,18,20.0873362445415,0
39.22,8.45,2063,46,20.0873362445415,0
39.22,8.45,2463,64,20.0873362445415,0
39.45,8.46,2774,18,20.0873362445415,0
39.45,8.46,3807,46,20.0873362445415,0
39.45,8.46,2605,64,20.0873362445415,0
39.45,8.46,2534,18,20.0873362445415,0
39.45,8.46,2739,46,20.0873362445415,0
39.45,8.46,3077,64,20.0873362445415,0
39.45,8.46,943,18,20.0873362445415,0
39.45,8.46,2057,46,20.0873362445415,0
39.45,8.46,2469,64,20.0873362445415,0
39.45,8.46,955,18,20.0873362445415,0
39.45,8.46,2003,46,20.0873362445415,0
39.45,8.46,2455,64,20.0873362445415,0
39.22,8.45,1125,18,20.0873362445415,0
39.22,8.45,2032,46,20.0873362445415,0
39.22,8.45,1905,64,20.0873362445415,0
39.22,8.45,2310,18,20.0873362445415,0
39.22,8.45,2531,46,20.0873362445415,0
39.22,8.45,1701,64,20.0873362445415,0
39.43,8.67,1464,18,20.0873362445415,0
39.43,8.67,1470,46,20.0873362445415,0
39.43,8.67,1642,64,20.0873362445415,0
39.43,8.67,1195,18,20.0873362445415,0
39.43,8.67,1480,46,20.0873362445415,0
39.43,8.67,1816,64,20.0873362445415,0
36.79,7.67,2156,46,10.0436681222707,0
36.79,7.67,2196,92,10.0436681222707,0
37.06,9.12,2084,46,20.0873362445415,0
37.06,9.12,2416,92,20.0873362445415,0
37.06,9.12,2540,138,20.0873362445415,0
39.44,8.46,760,18,20.0873362445415,0
39.44,8.46,1160,41,20.0873362445415,0
39.44,8.46,1000,64,20.0873362445415,0
39.32,8.33,1964,64,20.0873362445415,0
39.32,8.33,2108,128,20.0873362445415,0
39.32,8.33,2164,192,20.0873362445415,0
36.79,7.67,2040,46,20.0873362445415,0
36.79,7.67,2332,92,20.0873362445415,0
39.43,8.66,680,18,20.0873362445415,0
39.43,8.66,840,41,20.0873362445415,0
39.43,8.66,880,64,20.0873362445415,0
39.28,8.45,600,18,20.0873362445415,0
39.28,8.45,920,41,20.0873362445415,0
39.28,8.45,800,64,20.0873362445415,0
36.79,7.67,2136,46,30.1310043668122,0
36.79,7.67,2492,92,30.1310043668122,0
37.06,9.12,2436,46,40.174672489083,0
37.06,9.12,2568,92,40.174672489083,0
37.06,9.12,2932,138,40.174672489083,0
39.32,8.33,2008,64,40.174672489083,0
39.32,8.33,2324,128,40.174672489083,0
39.32,8.33,2464,192,40.174672489083,0
37.06,9.12,2552,46,60.2620087336245,0
37.06,9.12,2728,92,60.2620087336245,0
37.06,9.12,3084,138,60.2620087336245,0
39.32,8.33,2160,64,60.2620087336245,0
39.32,8.33,2472,128,60.2620087336245,0
39.32,8.33,2596,192,60.2620087336245,0
37.12,12.54,3140,30,20.4,0
37.12,12.54,4160,60,20.4,0
37.12,12.54,4710,90,20.4,0
37.12,12.54,2720,30,20.4,0
37.12,12.54,3990,60,20.4,0
37.12,12.54,5360,90,20.4,0
37.12,12.54,2790,30,20.4,0
37.12,12.54,3990,60,20.4,0
37.12,12.54,4790,90,20.4,0
35.5,9.5,7155,60,30.1310043668122,0
35.5,9.5,6390,120,30.1310043668122,0
35.5,9.5,6844,180,30.1310043668122,0
35.5,9.5,7735,60,30.1310043668122,0
35.5,9.5,7241,120,30.1310043668122,0
35.5,9.5,8172,180,30.1310043668122,0
35.5,9.5,6645,60,30.1310043668122,0
35.5,9.5,8251,120,30.1310043668122,0
35.5,9.5,8486,180,30.1310043668122,0
35.5,9.5,8103,60,30.1310043668122,0
35.5,9.5,8230,120,30.1310043668122,0
35.5,9.5,9187,180,30.1310043668122,0
39.7,12.68,2839,32,20.0873362445415,0
39.7,12.68,3648,64,20.0873362445415,0
39.7,12.68,4232,96,20.0873362445415,0
39.7,12.68,4364,128,20.0873362445415,0
39.7,12.68,3037,32,20.0873362445415,0
39.7,12.68,3963,64,20.0873362445415,0
39.7,12.68,4501,96,20.0873362445415,0
39.7,12.68,4949,128,20.0873362445415,0
39.7,12.68,3200,32,20.0873362445415,0
39.7,12.68,4101,64,20.0873362445415,0
39.7,12.68,4831,96,20.0873362445415,0
39.7,12.68,5297,128,20.0873362445415,0
39.7,12.68,3710,32,20.0873362445415,0
39.7,12.68,4327,64,20.0873362445415,0
39.7,12.68,5159,96,20.0873362445415,0
39.7,12.68,5942,128,20.0873362445415,0
35.43,6.93,5310,18,20.0873362445415,0
35.43,6.93,6000,41,20.0873362445415,0
35.43,6.93,6840,64,20.0873362445415,0
35.5,9.5,3070,46,23,0
35.5,9.5,3000,92,23,0
35.5,9.5,3860,138,23,0
35.5,9.5,3980,184,23,0
35.5,9.5,3860,46,46,0
35.5,9.5,3950,92,46,0
35.5,9.5,4180,138,46,0
35.5,9.5,4470,184,46,0
35.5,9.5,4190,46,69,0
35.5,9.5,4180,92,69,0
35.5,9.5,4410,138,69,0
35.5,9.5,5140,184,69,0
35.5,9.5,4960,46,92,0
35.5,9.5,4660,92,92,0
35.5,9.5,5100,138,92,0
35.5,9.5,5500,184,92,0
37.06,9.12,4348,46,20,0
37.06,9.12,5158,92,20,0
37.06,9.12,5645,138,20,0
37.06,9.12,5913,184,20,0
37.06,9.12,6051,230,20,0
37.06,9.12,4649,46,20,0
37.06,9.12,5212,92,20,0
37.06,9.12,5520,138,20,0
37.06,9.12,5653,184,20,0
37.06,9.12,5728,230,20,0
37.06,9.12,3760,46,20,0
37.06,9.12,4309,92,20,0
37.06,9.12,4588,138,20,0
37.06,9.12,4774,184,20,0
37.06,9.12,4873,230,20,0
37.06,9.12,4343,46,20,0
37.06,9.12,4941,92,20,0
37.06,9.12,5285,138,20,0
37.06,9.12,5484,184,20,0
37.06,9.12,5542,230,20,0
37.06,9.12,4082,46,20,0
37.06,9.12,4576,92,20,0
37.06,9.12,4852,138,20,0
37.06,9.12,5030,184,20,0
37.06,9.12,5107,230,20,0
37.06,9.12,4803,46,20,0
37.06,9.12,5667,92,20,0
37.06,9.12,6239,138,20,0
37.06,9.12,6580,184,20,0
37.06,9.12,6667,230,20,0
37.06,9.12,4674,46,20,0
37.06,9.12,5770,92,20,0
37.06,9.12,6636,138,20,0
37.06,9.12,7123,184,20,0
37.06,9.12,7403,230,20,0
37.06,9.12,4455,46,20,0
37.06,9.12,5277,92,20,0
37.06,9.12,5678,138,20,0
37.06,9.12,5901,184,20,0
37.06,9.12,6018,230,20,0
37.06,9.12,3507,46,20,0
37.06,9.12,4322,92,20,0
37.06,9.12,4888,138,20,0
37.06,9.12,5195,184,20,0
37.06,9.12,5335,230,20,0
37.06,9.12,4142,46,20,0
37.06,9.12,5010,92,20,0
37.06,9.12,5686,138,20,0
37.06,9.12,6110,184,20,0
37.06,9.12,6352,230,20,0
37.34,11.28,4396,30,52.4017467248908,0
37.34,11.28,5093,60,52.4017467248908,0
37.34,11.28,5625,90,52.4017467248908,0
37.34,11.28,5911,200,52.4017467248908,0
37.06,9.12,1268,50,22,0
37.06,9.12,1360,75,22,0
37.06,9.12,1724,50,22,0
37.06,9.12,1832,75,22,0
37.06,9.12,1960,50,22,0
37.06,9.12,1852,75,22,0
37.06,9.12,1420,50,33,0
37.06,9.12,2052,75,33,0
37.06,9.12,1928,50,33,0
37.06,9.12,1796,75,33,0
37.06,9.12,2348,50,33,0
37.06,9.12,2336,75,33,0
41.35,9.13,3625,41,20.0873362445415,0
41.35,9.13,3868,64,20.0873362445415,0
41.85,9.52,4486,41,20.0873362445415,0
41.85,9.52,5069,64,20.0873362445415,0
41.35,9.13,3702,41,30.1310043668122,0
41.35,9.13,3238,64,30.1310043668122,0
41.85,9.52,4565,41,30.1310043668122,0
41.85,9.52,3372,64,30.1310043668122,0
37.06,9.12,2084,46,20.0873362445415,0
37.06,9.12,2416,92,20.0873362445415,0
37.06,9.12,2540,138,20.0873362445415,0
39.32,8.33,1964,64,20.0873362445415,0
39.32,8.33,2108,128,20.0873362445415,0
39.32,8.33,2164,192,20.0873362445415,0
36.79,7.67,2156,46,20.0873362445415,0
36.79,7.67,2040,46,20.0873362445415,0
36.79,7.67,2136,46,20.0873362445415,0
36.79,7.67,2196,92,30.1310043668122,0
36.79,7.67,2332,92,30.1310043668122,0
36.79,7.67,2492,92,30.1310043668122,0
37.06,9.12,2436,46,40.174672489083,0
37.06,9.12,2568,92,40.174672489083,0
37.06,9.12,2932,138,40.174672489083,0
39.32,8.33,2008,64,40.174672489083,0
39.32,8.33,2324,128,40.174672489083,0
39.32,8.33,2464,192,40.174672489083,0
37.06,9.12,2552,46,60.2620087336245,0
37.06,9.12,2728,92,60.2620087336245,0
37.06,9.12,3084,138,60.2620087336245,0
39.32,8.33,2160,64,60.2620087336245,0
39.32,8.33,2472,128,60.2620087336245,0
39.32,8.33,2596,192,60.2620087336245,0
35.5,9.5,3070,46,23,0
35.5,9.5,3860,46,46,0
35.5,9.5,4190,46,69,0
35.5,9.5,4960,46,92,0
35.5,9.5,3000,92,23,0
35.5,9.5,3950,92,46,0
35.5,9.5,4180,92,69,0
35.5,9.5,4660,92,92,0
35.5,9.5,3860,138,23,0
35.5,9.5,4180,138,46,0
35.5,9.5,4410,138,69,0
35.5,9.5,5100,138,92,0
35.5,9.5,3980,184,23,0
35.5,9.5,4470,184,46,0
35.5,9.5,5140,184,69,0
35.5,9.5,5500,184,92,0
37.34,11.28,4918,150,13.1004366812227,0
37.34,11.28,5167,150,26.2008733624454,0
37.34,11.28,5346,150,39.3013100436681,0
37.34,11.28,5240,150,65.5021834061135,0
37.06,9.12,1268,50,22,0
37.06,9.12,1360,75,22,0
37.06,9.12,1724,50,22,0
37.06,9.12,1832,75,22,0
37.06,9.12,1960,50,22,0
37.06,9.12,1852,75,22,0
37.06,9.12,1420,50,33,0
37.06,9.12,2052,75,33,0
37.06,9.12,1928,50,33,0
37.06,9.12,1796,75,33,0
37.06,9.12,2348,50,33,0
37.06,9.12,2336,75,33,0
37.12,12.54,2720,30,20.4,0
37.12,12.54,2790,30,20.4,0
37.12,12.54,4350,60,20.4,0
37.12,12.54,3990,60,20.4,0
37.12,12.54,5360,90,20.4,0
37.12,12.54,4790,90,20.4,0
41.35,9.13,2444,41,0,0
41.35,9.13,2909,64,0,0
41.85,9.52,3730,41,0,0
41.85,9.52,3418,64,0,0
41.35,9.13,2444,41,0,0
41.35,9.13,2909,64,0,0
41.85,9.52,3730,41,0,0
41.85,9.52,3418,64,0,0
37.06,9.12,1856,46,0,0
37.06,9.12,2300,92,0,0
37.06,9.12,2060,138,0,0
39.32,8.33,1268,64,0,0
39.32,8.33,1304,128,0,0
39.32,8.33,1224,192,0,0
36.79,7.67,1616,46,0,0
36.79,7.67,1616,46,0,0
36.79,7.67,1616,46,0,0
36.79,7.67,1736,92,0,0
36.79,7.67,1736,92,0,0
36.79,7.67,1736,92,0,0
37.06,9.12,1856,46,0,0
37.06,9.12,2300,92,0,0
37.06,9.12,2060,138,0,0
39.32,8.33,1268,64,0,0
39.32,8.33,1304,128,0,0
39.32,8.33,1224,192,0,0
37.06,9.12,1856,46,0,0
37.06,9.12,2300,92,0,0
37.06,9.12,2060,138,0,0
39.32,8.33,1268,64,0,0
39.32,8.33,1304,128,0,0
39.32,8.33,1224,192,0,0
35.5,9.5,1810,46,0,0
35.5,9.5,1810,46,0,0
35.5,9.5,1810,46,0,0
35.5,9.5,1810,46,0,0
35.5,9.5,2080,92,0,0
35.5,9.5,2080,92,0,0
35.5,9.5,2080,92,0,0
35.5,9.5,2080,92,0,0
35.5,9.5,2370,138,0,0
35.5,9.5,2370,138,0,0
35.5,9.5,2370,138,0,0
35.5,9.5,2370,138,0,0
35.5,9.5,3510,184,0,0
35.5,9.5,3510,184,0,0
35.5,9.5,3510,184,0,0
35.5,9.5,3510,184,0,0
37.34,11.28,4275,150,0,0
37.34,11.28,4275,150,0,0
37.34,11.28,4275,150,0,0
37.34,11.28,4275,150,0,0
37.06,9.12,1288,50,0,0
37.06,9.12,1288,75,0,0
37.06,9.12,1176,50,0,0
37.06,9.12,1176,75,0,0
37.06,9.12,1648,50,0,0
37.06,9.12,1648,75,0,0
37.06,9.12,1288,50,0,0
37.06,9.12,1288,75,0,0
37.06,9.12,1332,50,0,0
37.06,9.12,1332,75,0,0
37.06,9.12,1652,50,0,0
37.06,9.12,1652,75,0,0
37.06,9.12,1468,50,0,0
37.06,9.12,1468,75,0,0
37.06,9.12,1408,50,0,0
37.06,9.12,1408,75,0,0
37.06,9.12,1904,50,0,0
37.06,9.12,1904,75,0,0
41.35,9.13,2444,41,0,0
41.35,9.13,2909,64,0,0
41.85,9.52,3730,41,0,0
41.85,9.52,3418,64,0,0
39.43,8.66,560,18,0,0
39.43,8.66,800,41,0,0
39.43,8.66,840,64,0,0
39.44,8.46,720,18,0,0
39.44,8.46,960,41,0,0
39.44,8.46,1120,64,0,0
37.06,9.12,1856,46,0,0
37.06,9.12,2300,92,0,0
37.06,9.12,2060,138,0,0
39.32,8.33,1268,64,0,0
39.32,8.33,1304,128,0,0
39.32,8.33,1224,192,0,0
36.79,7.67,1616,46,0,0
36.79,7.67,1736,92,0,0
37.83,9.17,2344,50,0,0
37.83,9.17,2524,75,0,0
37.83,9.17,2640,100,0,0
37,9.33,2060,50,0,0
37,9.33,2340,75,0,0
37,9.33,2452,100,0,0
39.28,8.45,880,18,0,0
39.28,8.45,920,41,0,0
39.28,8.45,840,64,0,0
36.79,7.67,3672,46,0,0
36.79,7.67,4312,69,0,0
36.79,7.67,4352,92,0,0
36.79,7.67,3040,46,0,0
36.79,7.67,3628,69,0,0
36.79,7.67,3968,92,0,0
36.79,7.67,3668,46,0,0
36.79,7.67,3868,69,0,0
36.79,7.67,4008,92,0,0
36.79,7.67,2532,46,0,0
36.79,7.67,2648,69,0,0
36.79,7.67,3440,92,0,0
35.5,9.5,1810,46,0,0
35.5,9.5,2080,92,0,0
35.5,9.5,2370,138,0,0
35.5,9.5,3510,184,0,0
37.06,9.12,1164,50,0,0
37.06,9.12,1024,75,0,0
